ID,Date,HomeTeam,AwayTeam,Status,HomeScore,AwayScore
369881,2022-10-12 14:55:55,Netherlands,Denmark,FINISHED,2,0
369882,2022-10-12 14:56:08,Japan,Cameroon,FINISHED,1,0
369887,2022-10-12 14:02:49,Italy,Paraguay,FINISHED,1,1
369888,2022-10-12 14:04:00,New Zealand,Slovakia,FINISHED,1,1
369904,2022-10-12 14:58:56,Ivory Coast,Portugal,FINISHED,0,0
369905,2022-10-12 14:59:41,Brazil,Korea DPR,FINISHED,2,1
369768,2022-10-12 14:19:02,South Africa,Uruguay,FINISHED,0,3
369910,2022-10-12 15:07:54,Honduras,Chile,FINISHED,0,1
369911,2022-10-12 15:08:35,Spain,Switzerland,FINISHED,0,1
369769,2022-10-12 14:21:32,France,Mexico,FINISHED,0,2
369774,2022-10-12 14:50:36,Argentina,South Korea,FINISHED,4,1
369775,2022-10-12 14:50:54,Greece,Nigeria,FINISHED,2,1
369780,2022-10-12 14:52:26,Slovenia,USA,FINISHED,2,2
369781,2022-10-12 14:52:38,England,Algeria,FINISHED,0,0
369786,2022-10-12 14:54:03,Germany,Serbia,FINISHED,0,1
369787,2022-10-12 14:54:19,Ghana,Australia,FINISHED,1,1
369883,2022-10-12 14:56:18,Netherlands,Japan,FINISHED,1,0
369884,2022-10-12 14:56:30,Cameroon,Denmark,FINISHED,1,2
369889,2022-10-12 14:07:09,Slovakia,Paraguay,FINISHED,0,2
369890,2022-10-12 14:08:33,Italy,New Zealand,FINISHED,1,1
369906,2022-10-12 15:00:38,Brazil,Ivory Coast,FINISHED,3,1
369907,2022-10-12 15:02:04,Portugal,Korea DPR,FINISHED,7,0
369912,2022-10-12 15:09:14,Chile,Switzerland,FINISHED,1,0
369913,2022-10-12 15:10:06,Spain,Honduras,FINISHED,2,0
369770,2022-10-12 14:22:35,Mexico,Uruguay,FINISHED,0,1
369771,2022-10-12 14:22:48,France,South Africa,FINISHED,1,2
369776,2022-10-12 14:51:09,Nigeria,South Korea,FINISHED,2,2
369777,2022-10-12 14:51:21,Greece,Argentina,FINISHED,0,2
369782,2022-10-12 14:52:51,Slovenia,England,FINISHED,0,1
369783,2022-10-12 14:53:06,USA,Algeria,FINISHED,1,0
369788,2022-10-12 14:55:15,Ghana,Germany,FINISHED,0,1
369789,2022-10-12 14:55:04,Australia,Serbia,FINISHED,2,1
369885,2022-10-12 14:56:49,Denmark,Japan,FINISHED,1,4
369886,2022-10-12 14:57:00,Cameroon,Netherlands,FINISHED,1,2
369891,2022-10-12 14:09:48,Slovakia,Italy,FINISHED,3,2
369892,2022-10-12 14:10:57,Paraguay,New Zealand,FINISHED,0,0
369908,2022-10-12 15:04:44,Portugal,Brazil,FINISHED,0,0
369909,2022-10-12 15:06:42,Korea DPR,Ivory Coast,FINISHED,0,3
369914,2022-10-12 15:10:58,Chile,Spain,FINISHED,1,2
369915,2022-10-12 15:11:36,Switzerland,Honduras,FINISHED,0,0
369758,2022-10-12 14:17:29,Uruguay,South Korea,FINISHED,1,2
369763,2022-10-12 14:17:41,USA,Ghana,FINISHED,1,2
369760,2022-10-12 14:16:26,Germany,England,FINISHED,4,1
369761,2022-10-12 14:15:55,Argentina,Mexico,FINISHED,3,1
369759,2022-10-12 14:16:09,Brazil,Chile,FINISHED,3,0
369762,2022-10-12 14:16:44,Netherlands,Slovakia,FINISHED,2,1
369764,2022-10-12 14:16:57,Paraguay,Japan,FINISHED,0,0
369765,2022-10-12 14:17:14,Spain,Portugal,FINISHED,1,0
369754,2022-10-12 14:15:02,Netherlands,Brazil,FINISHED,2,1
369755,2022-10-12 14:14:42,Uruguay,Ghana,FINISHED,1,1
369756,2022-10-12 14:15:17,Argentina,Germany,FINISHED,0,4
369757,2022-10-12 14:14:14,Paraguay,Spain,FINISHED,0,1
369752,2022-10-12 14:13:04,Uruguay,Netherlands,FINISHED,2,3
369753,2022-10-12 14:12:50,Germany,Spain,FINISHED,0,1
369751,2022-10-12 14:11:59,Uruguay,Germany,FINISHED,2,3
369750,2022-10-12 14:11:35,Netherlands,Spain,FINISHED,0,0
369478,2022-10-10 10:29:16,Brazil,Croatia,FINISHED,3,1
369484,2022-10-10 18:16:29,Mexico,Cameroon,FINISHED,1,0
369589,2022-10-10 18:22:14,Spain,Netherlands,FINISHED,1,5
369590,2022-10-10 18:23:05,Chile,Australia,FINISHED,3,1
369595,2022-10-10 18:28:54,Colombia,Greece,FINISHED,3,0
369596,2022-10-10 18:30:04,Ivory Coast,Japan,FINISHED,2,1
369601,2022-10-10 18:35:39,Uruguay,Costa Rica,FINISHED,1,3
369602,2022-10-10 18:36:14,England,Italy,FINISHED,1,2
369607,2022-10-10 18:41:28,Switzerland,Ecuador,FINISHED,2,1
369608,2022-10-10 18:42:20,France,Honduras,FINISHED,3,0
369621,2022-10-10 18:47:31,Argentina,Bosnia and Herzegovina,FINISHED,2,1
369625,2022-10-10 18:49:10,Iran,Nigeria,FINISHED,0,0
369630,2022-10-10 18:53:49,Germany,Portugal,FINISHED,4,0
369631,2022-10-10 18:54:34,Ghana,USA,FINISHED,1,2
369585,2022-10-10 18:17:13,Brazil,Mexico,FINISHED,0,0
369636,2022-10-10 19:02:31,Belgium,Algeria,FINISHED,2,1
369637,2022-10-10 19:03:45,Russia,South Korea,FINISHED,1,1
369586,2022-10-10 18:18:29,Cameroon,Croatia,FINISHED,0,4
369591,2022-10-10 18:24:23,Australia,Netherlands,FINISHED,2,3
369592,2022-10-10 18:25:05,Spain,Chile,FINISHED,0,2
369597,2022-10-10 18:30:50,Colombia,Ivory Coast,FINISHED,2,1
369598,2022-10-10 18:31:45,Japan,Greece,FINISHED,2,1
369603,2022-10-10 18:37:11,Uruguay,England,FINISHED,2,1
369604,2022-10-10 18:38:09,Italy,Costa Rica,FINISHED,0,1
369609,2022-10-10 18:43:20,Switzerland,France,FINISHED,2,5
369610,2022-10-10 18:44:17,Honduras,Ecuador,FINISHED,1,2
369626,2022-10-10 18:49:55,Argentina,Iran,FINISHED,1,0
369627,2022-10-10 18:50:34,Nigeria,Bosnia and Herzegovina,FINISHED,1,0
369632,2022-10-10 18:58:52,Germany,Ghana,FINISHED,2,2
369633,2022-10-10 18:59:48,USA,Portugal,FINISHED,2,2
369638,2022-10-10 19:04:22,Belgium,Russia,FINISHED,1,0
369639,2022-10-10 19:05:26,South Korea,Algeria,FINISHED,2,4
369587,2022-10-10 18:19:51,Cameroon,Brazil,FINISHED,1,4
369588,2022-10-10 18:20:57,Croatia,Mexico,FINISHED,1,3
369593,2022-10-10 18:25:47,Australia,Spain,FINISHED,0,3
369594,2022-10-10 18:26:41,Netherlands,Chile,FINISHED,2,0
369599,2022-10-10 18:33:25,Japan,Colombia,FINISHED,1,4
369600,2022-10-10 18:34:07,Greece,Ivory Coast,FINISHED,2,1
369605,2022-10-10 18:39:00,Italy,Uruguay,FINISHED,0,1
369606,2022-10-10 18:39:40,England,Costa Rica,FINISHED,0,0
369611,2022-10-10 18:45:04,Honduras,Switzerland,FINISHED,0,3
369618,2022-10-10 18:46:07,Ecuador,France,FINISHED,0,0
369628,2022-10-10 18:51:41,Nigeria,Argentina,FINISHED,2,3
369629,2022-10-10 18:52:42,Bosnia and Herzegovina,Iran,FINISHED,3,1
369634,2022-10-10 19:00:31,USA,Germany,FINISHED,0,1
369635,2022-10-10 19:01:19,Portugal,Ghana,FINISHED,2,1
369640,2022-10-10 19:06:37,South Korea,Belgium,FINISHED,0,1
369641,2022-10-10 19:07:15,Algeria,Russia,FINISHED,1,1
369470,2022-10-10 10:17:40,Brazil,Chile,FINISHED,1,1
369471,2022-10-10 10:19:16,Colombia,Uruguay,FINISHED,2,0
369472,2022-10-10 10:20:33,Netherlands,Mexico,FINISHED,2,1
369473,2022-10-10 10:21:40,Costa Rica,Greece,FINISHED,1,1
369474,2022-10-10 10:22:46,France,Nigeria,FINISHED,2,0
369475,2022-10-10 10:24:40,Germany,Algeria,FINISHED,0,0
369476,2022-10-10 10:25:57,Argentina,Switzerland,FINISHED,0,0
369477,2022-10-10 10:26:53,Belgium,USA,FINISHED,0,0
369466,2022-10-10 10:12:58,France,Germany,FINISHED,0,1
369467,2022-10-10 10:13:53,Brazil,Colombia,FINISHED,2,1
369468,2022-10-10 10:14:48,Argentina,Belgium,FINISHED,1,0
369469,2022-10-10 10:16:10,Netherlands,Costa Rica,FINISHED,0,0
369464,2022-10-10 10:10:18,Brazil,Germany,FINISHED,1,7
369465,2022-10-10 10:11:25,Netherlands,Argentina,FINISHED,0,0
369463,2022-10-10 10:08:45,Brazil,Netherlands,FINISHED,0,3
369462,2022-10-10 10:07:14,Germany,Argentina,FINISHED,0,0
94397,2022-10-09 19:37:12,Russia,Saudi Arabia,FINISHED,5,0
94414,2022-10-09 19:38:12,Egypt,Uruguay,FINISHED,0,1
94420,2022-10-09 19:47:09,Morocco,Iran,FINISHED,0,1
94430,2022-10-09 19:48:41,Portugal,Spain,FINISHED,3,3
94466,2022-10-09 19:53:24,France,Australia,FINISHED,2,1
94485,2022-10-09 19:58:30,Argentina,Iceland,FINISHED,1,1
94513,2022-10-09 19:54:08,Peru,Denmark,FINISHED,0,1
94530,2022-10-09 19:59:05,Croatia,Nigeria,FINISHED,2,0
94573,2022-10-09 20:02:53,Costa Rica,Serbia,FINISHED,0,1
94590,2022-10-09 20:08:07,Germany,Mexico,FINISHED,0,1
94607,2022-10-09 20:03:12,Brazil,Switzerland,FINISHED,1,1
94619,2022-10-09 20:08:34,Sweden,South Korea,FINISHED,1,0
94625,2022-10-09 20:12:12,Belgium,Panama,FINISHED,3,0
94631,2022-10-09 20:12:32,Tunisia,England,FINISHED,1,2
94634,2022-10-09 20:19:27,Colombia,Japan,FINISHED,1,2
94641,2022-10-09 20:19:42,Poland,Senegal,FINISHED,1,2
94646,2022-10-09 19:40:32,Russia,Egypt,FINISHED,3,1
94652,2022-10-09 19:49:19,Portugal,Morocco,FINISHED,1,0
94657,2022-10-10 10:03:51,Uruguay,Saudi Arabia,FINISHED,1,0
94672,2022-10-09 19:49:38,Iran,Spain,FINISHED,0,1
94692,2022-10-09 19:55:23,Denmark,Australia,FINISHED,1,1
94700,2022-10-09 19:56:16,France,Peru,FINISHED,1,0
94705,2022-10-09 19:59:38,Argentina,Croatia,FINISHED,0,3
94717,2022-10-09 20:03:37,Brazil,Costa Rica,FINISHED,2,0
94724,2022-10-09 20:00:40,Nigeria,Iceland,FINISHED,2,0
94732,2022-10-09 20:06:39,Serbia,Switzerland,FINISHED,1,2
94756,2022-10-09 20:12:53,Belgium,Tunisia,FINISHED,5,2
94773,2022-10-09 20:08:56,South Korea,Mexico,FINISHED,1,2
94781,2022-10-09 20:09:15,Germany,Sweden,FINISHED,2,1
94824,2022-10-09 20:13:18,England,Panama,FINISHED,6,1
94839,2022-10-09 20:20:38,Japan,Senegal,FINISHED,2,2
94862,2022-10-09 20:20:54,Poland,Colombia,FINISHED,0,3
94875,2022-10-10 10:04:23,Saudi Arabia,Egypt,FINISHED,2,1
94876,2022-10-09 19:42:53,Uruguay,Russia,FINISHED,3,0
94886,2022-10-09 19:50:10,Iran,Portugal,FINISHED,1,1
94887,2022-10-09 19:51:20,Spain,Morocco,FINISHED,2,2
94906,2022-10-09 19:57:03,Australia,Peru,FINISHED,0,2
94907,2022-10-09 19:57:33,Denmark,France,FINISHED,0,0
94927,2022-10-09 20:01:05,Iceland,Croatia,FINISHED,1,2
94928,2022-10-09 20:01:37,Nigeria,Argentina,FINISHED,1,2
94953,2022-10-09 20:11:17,Mexico,Sweden,FINISHED,0,3
94954,2022-10-09 20:11:38,South Korea,Germany,FINISHED,2,0
94971,2022-10-09 20:07:12,Serbia,Brazil,FINISHED,0,2
94972,2022-10-09 20:07:32,Switzerland,Costa Rica,FINISHED,2,2
94984,2022-10-09 20:21:13,Japan,Poland,FINISHED,0,1
94985,2022-10-09 20:21:29,Senegal,Colombia,FINISHED,0,1
94990,2022-10-09 20:17:23,England,Belgium,FINISHED,0,1
94991,2022-10-09 20:18:13,Panama,Tunisia,FINISHED,1,2
95089,2022-10-09 14:07:56,France,Argentina,FINISHED,4,3
95116,2022-10-09 14:10:23,Uruguay,Portugal,FINISHED,2,1
95206,2022-10-09 14:08:50,Spain,Russia,FINISHED,1,1
95235,2022-10-09 14:07:08,Croatia,Denmark,FINISHED,1,1
95250,2022-10-09 14:05:42,Brazil,Mexico,FINISHED,2,0
95256,2022-10-09 14:04:52,Belgium,Japan,FINISHED,3,2
95267,2022-10-09 14:09:35,Sweden,Switzerland,FINISHED,1,0
95378,2022-10-09 14:03:15,Uruguay,France,FINISHED,0,2
95389,2022-10-09 13:52:27,Brazil,Belgium,FINISHED,1,2
95472,2022-10-09 14:00:12,Sweden,England,FINISHED,0,2
95508,2022-11-14 11:53:47,Russia,Croatia,FINISHED,1,1
95654,2022-10-09 13:51:42,France,Belgium,FINISHED,1,0
95733,2022-10-09 13:51:23,Croatia,England,FINISHED,1,1
95929,2022-10-09 13:39:54,Belgium,England,FINISHED,2,0
96109,2022-10-09 12:28:31,France,Croatia,FINISHED,4,2
382252,2022-11-20 20:39:08,Qatar,Ecuador,FINISHED,0,2
382303,2022-11-21 16:47:03,England,Iran,FINISHED,6,2
382314,2022-11-21 19:47:04,Senegal,Netherlands,FINISHED,0,2
382316,2022-11-21 22:54:03,USA,Wales,FINISHED,1,1
382327,2022-11-22 13:54:05,Argentina,Saudi Arabia,FINISHED,1,2
382337,2022-11-22 16:54:06,Denmark,Tunisia,FINISHED,0,0
382347,2022-11-22 19:54:14,Mexico,Poland,FINISHED,0,0
382360,2022-11-22 22:54:04,France,Australia,FINISHED,4,1
382387,2022-11-23 13:54:07,Morocco,Croatia,FINISHED,0,0
382419,2022-11-23 16:54:05,Germany,Japan,FINISHED,1,2
382439,2022-11-23 19:54:04,Spain,Costa Rica,FINISHED,7,0
382461,2022-11-23 22:54:06,Belgium,Canada,FINISHED,1,0
382482,2022-11-24 13:54:08,Switzerland,Cameroon,FINISHED,1,0
382496,2022-11-24 16:54:08,Uruguay,South Korea,FINISHED,0,0
382534,2022-11-24 19:54:04,Portugal,Ghana,FINISHED,3,2
382545,2022-11-24 22:54:03,Brazil,Serbia,FINISHED,2,0
382564,2022-11-25 13:54:21,Wales,Iran,FINISHED,0,2
382598,2022-11-25 16:54:06,Qatar,Senegal,FINISHED,1,3
382632,2022-11-25 19:54:16,Netherlands,Ecuador,FINISHED,1,1
382656,2022-11-25 22:54:04,England,USA,FINISHED,0,0
382694,2022-11-26 13:54:51,Tunisia,Australia,FINISHED,0,1
382777,2022-11-26 16:54:37,Poland,Saudi Arabia,FINISHED,2,0
382927,2022-11-26 19:54:11,France,Denmark,FINISHED,2,1
382953,2022-11-26 22:54:08,Argentina,Mexico,FINISHED,2,0
382972,2022-11-27 13:54:38,Japan,Costa Rica,FINISHED,0,1
383084,2022-11-27 16:54:40,Belgium,Morocco,FINISHED,0,2
383180,2022-11-27 19:55:03,Croatia,Canada,FINISHED,4,1
383217,2022-11-27 22:54:06,Spain,Germany,FINISHED,1,1
383242,2022-11-28 13:54:05,Cameroon,Serbia,FINISHED,3,3
383250,2022-11-28 16:55:04,South Korea,Ghana,FINISHED,2,3
383281,2022-11-28 19:54:04,Brazil,Switzerland,FINISHED,1,0
383298,2022-11-28 22:55:03,Portugal,Uruguay,FINISHED,2,0
383346,2022-11-29 18:54:04,Ecuador,Senegal,FINISHED,1,2
383347,2022-11-29 18:54:04,Netherlands,Qatar,FINISHED,2,0
383364,2022-11-29 22:54:03,Iran,USA,FINISHED,0,1
383365,2022-11-29 22:54:03,Wales,England,FINISHED,0,3
383424,2022-11-30 18:54:05,Australia,Denmark,FINISHED,1,0
383425,2022-11-30 18:54:05,Tunisia,France,FINISHED,1,0
383448,2022-11-30 22:54:03,Poland,Argentina,FINISHED,0,2
383449,2022-11-30 22:54:03,Saudi Arabia,Mexico,FINISHED,1,2
383511,2022-12-01 18:54:07,Canada,Morocco,FINISHED,1,2
383512,2022-12-01 18:54:07,Croatia,Belgium,FINISHED,0,0
383526,2022-12-01 22:54:03,Costa Rica,Germany,FINISHED,2,4
383527,2022-12-01 22:54:03,Japan,Spain,FINISHED,2,1
